CRICOS Provider Code,Trading Name,Institution Name,Institution Type,Institution Capacity,Website,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Line 4,Postal Address City,Postal Address State,Postal Address Postcode
02856B,Nova Institute of Technology,Nova International Education Pty Ltd,Private,"3,104",www.novainstitute.net.au,Level 4,220 Albert Road,,,South Melbourne,VIC,3205
02858M,The Imperial College of Australia,BJSB Pty Ltd,Private,680,www.imperial.edu.au,PO Box 375,,,,Abbotsford,VIC,3067
02863C,"Whitehouse Institute of Design, Australia",WHITEHOUSE INSTITUTE PTY LTD,Private,180,www.whitehouse-design.edu.au,2 Short Street,,,,SURRY HILLS,NSW,2010
02864B,International College of Advanced Education Pty Ltd,International College of Advanced Education Pty Ltd,Private,400,www.icae.edu.au,GPO Box 2776,,,,DARWIN,NT,0801
02868J,Australian Institute of Technical Training Pty Ltd,Australian Institute of Technical Training Pty Ltd,Private,694,http://www.aitt.vic.edu.au,Level 3 440 Elizabeth St,,,,Melbourne,VIC,3000
02869G,Evolution Hospitality Institute,Evolution Systems for Training & Development Pty Ltd,Private,"4,000",www.evolution.edu.au,Level 7,8 Quay St,,,HAYMARKET,NSW,2000
02870D,Crown Institute of Business and Technology,Crown Institute of Business and Technology Pty Ltd,Private,"1,636",https://www.cibt.edu.au,116 Pacific Highway,,,,NORTH SYDNEY,NSW,2060
02871C,Australian Centre of English; NSW International English College,Sydney International Academy Pty Ltd,Private,270,www.nswenglish.com.au,PO Box 41,,,,Darlinghurst,NSW,1300
02880B,Quality College of Australia,The Quality Training and Hospitality College Pty Ltd,Private,951,https://www.qca.edu.au/,P.O. Box 210,,,,Marleston DC,SA,5033
02885G,"IH Brisbane - ALS, Australian Fitness Schools, Australian Language Schools, ALS Certificates and Diplomas, International House Brisbane - ALS",Australian Language Schools Pty Ltd,Private,"2,564",www.ihbrisbane.com.au; www.alscertificates.com,PO Box 13393,George Street,,,BRISBANE,QLD,4003
02886G,Melbourne College of Hair and Beauty; Melbourne College of Training & Assessment,Melbourne College of Hairdressing Beauty Therapy & Natural Medicine Pty Ltd,Private,300,http://www.mcohb.com.au,"Level 1, 1 Star Crescent",Docklands,,,Melbourne,VIC,3008
02894G,Inforum Education Australia,Inforum Australia Pty Ltd,Private,499,www.inforum.com.au,PO Box 3671,,,,AUSTRALIA FAIR,QLD,4215
02898C,,Everthought College of Construction Pty Ltd.,Private,"1,340",www.ecoc.edu.au,"Unit 3, 92 Mallard Way",,,,Cannington,WA,6107
02899B,DNA Kingston Training,Kingston Training and Employment Pty Ltd,Private,"1,260",www.dnakingstontraining.edu.au,PO Box 69,,,,Belmont,WA,6984
02908F,Barton College,Zarah Institute of Education Pty Ltd,Private,695,www.barton.edu.au,"Level 1, 355 Spencer Street",,,,West Melbourne,VIC,3003
02914G,ICHM,ICHM Pty Ltd,Private,650,http://www.ichm.edu.au,131-139 Currie St,,,,Adelaide,SA,5000
02915G,Durban International College,Durban International College Pty Ltd,Private,"2,298",https://dic.edu.au/,"Level 18, 45 Grenfell Street",,,,Adelaide,SA,5000
02919C,Federation Technology Institute,Federation Technology Institute Pty Ltd,Private,83,www.fti.edu.au,"Level 6, 18-38D Siddeley Street",,,,DOCKLANDS,VIC,3008
02925E,Education Training & Employment Australia,Education Training & Employment Australia Pty. Ltd.,Private,"1,630",http://www.etea.edu.au,PO Box 699,,,,Heidelberg,VIC,3084
02926D,ALTEC College,Pass Global Pty Ltd,Private,"2,626",www.altec.edu.au,Ground Floor,574 St Kilda Road,,,Melbourne,VIC,3004
02931G,Hawthorn-Melbourne,Hawthorn Learning Pty Ltd,Private,"1,626",www.hawthornenglish.com,"Levels 1 & 2, 333 Exhibition Street",,,,Melbourne,VIC,3000
02933E,"ALACC Health College, Australia",Australasian Lawrence Aged Care College Pty Ltd,Private,300,www.alacchealth.edu.au,94 Darebin Road,,,,Northcote,VIC,3070
02934D,"Southern Cross Education Institute, North Melbourne Grammar College",Southern Cross Education Institute Pty Ltd,Private,"2,900",www.scei.com.au,155 - 161 Boundary Road,,,,North Melbourne,VIC,3051
02938M,,Canterbury Technical Institute Pty Ltd,Private,"1,500",www.cti.qld.edu.au,Level 1,333 Adelaide Street,,,Brisbane,QLD,4000
02939K,College of Complementary Medicine,College of Complementary Medicine NSW Pty Ltd,Private,42,www.complementary.com.au,"Suite 1, Ground Floor 4-10 Bridge Street",,,,PYMBLE,NSW,2073
02943C,Covenant Christian School,Covenant College Tuggeranong ACT Association Incorporated,Private,15,http://www.covenant.act.edu.au,PO Box 1067,,,,Tuggeranong,ACT,2901
02945A,New England Girls' School,NEGS LIMITED,Private,25,www.negs.nsw.edu.au,Uralla Road,,,,ARMIDALE,NSW,2350
02946M,Universal Institute of Technology,RITZ COLLEGE PTY LTD,Private,250,https://ritz.vic.edu.au/,Level 9,38 Currie Street,,,Adelaide,SA,5000
02948J,Australian University College of Divinity,Australian University College of Divinity Ltd,Private,350,www.aucd.edu.au,PO Box 6110,,,,Norwest,NSW,2153
02954M,Coolum Beach Christian College,Coolum Beach Christian College Ltd,Private,28,www.cbcc.qld.edu.au,PO Box 480,,,,COOLUM BEACH,QLD,4573
02961A,Melbourne College of Further Education,Iascend Polytechnic Pty Ltd,Private,470,www.mcfe.com.au,Unit 39,617-643 Spencer Street,,,WEST MELBOURNE,VIC,3003
02966G,Australasia Language College,Global Education Ministry Incorporated,Private,780,www.alcollege.edu.au,PO Box 345,,,,Granville,NSW,2142
02970M,,Angad Australian Institute of Technology Pty Ltd,Private,680,,Level 6 501 Latrobe St,,,,Melbourne,VIC,3000
02975F,Astute Training Pty Ltd,Astute Training Pty Ltd,Private,300,www.astutetraining.com.au,497-503 High Street,,,,PENRITH,NSW,2750
02978C,Australian College of Commerce & Information Technology Pty Ltd,Australian College of Commerce & Information Technology Pty Ltd,Private,300,https://accit.nsw.edu.au/,"Level 5, 10 Quay St",,,,Haymarket,NSW,2000
02983F,Moorabbin Flying Services,J & J Aviation Pty Ltd,Private,40,www.mfs.com.au,16 Northern Avenue,Moorabbin Airport,,,Mentone,VIC,3194
02992E,RC (Rhodes College),Queens Group Pty Ltd,Private,"1,514",http://www.rhodescollege.vic.edu.au/,"level 3, 118 Queen street",,,,Melbourne,VIC,3000
02995B,Impact English College Pty Ltd,Impact English College Pty Ltd,Private,"1,440",www.impactenglish.edu.au,Level 5,620 Bourke Street,,,Melbourne,VIC,3000
02996A,Danford College,Star Gazers Education Pty Ltd,Private,"1,040",www.danford.edu.au,"Level 8, 277 William Street",,,,Melbourne,VIC,3000
02999J,Australian Institute of Entrepreneurship,KFQ Partners Pty Ltd,Private,556,www.aiemel.vic.edu.au,"Level 11, 474 Flinders Street",,,,MELBOURNE,VIC,3000
03000J,LONDON COLLEGE,Colleges Australia International Pty Ltd,Private,"1,984",http://www.queens.qld.edu.au,Level 1,108 Margaret Street,,,BRISBANE,QLD,4000
03005D,Ace Sports Academy,Ace Sports Pty Ltd,Private,120,www.acesports.edu.au,PO Box 976,,,,Southport,QLD,4215
03009M,Australian National College Pty Ltd,Australian National College Pty Ltd,Private,765,www.anc.vic.edu.au,Ground Floor 182 Capel Street,,,,North Melbourne,VIC,3051
03010G,"Queensford College, Q Learning",Malekhu Investments Pty Ltd,Private,"3,144",www.queensford.edu.au,"Level 2, 359 Queen Street",,,,Brisbane,QLD,4000
03015B,,New Cambridge College Sydney Inc,Private,875,www.nccs.nsw.edu.au,"Level 3, 770-772 George Street",,,,Sydney,NSW,2000
03016A,Taylorweir Hairdressing and Barber Training,School of Hairdressing Pty Ltd,Private,60,www.taylorweir.com.au,Level 1,William Street Arcade,189 Williams Street,,NORTHBRIDGE,WA,6003
03019J,Lexis English Byron Bay,Byron ELA Pty Ltd,Private,126,www.lexisenglish.com,PO Box 1579,,,,BYRON BAY,NSW,2481
03020E,TAFE Queensland,TAFE Queensland,Government,"9,982",www.tafeqld.edu.au,LMB 14,,,,South Brisbane,QLD,4101
03021D,English in Paradise; ELSTON EDUCATION & TRAINING,Crumps International Pty Ltd,Private,777,www.eet.edu.au,PO Box 1204,,,,Surfers Paradise,QLD,4217
03024A,"Melbourne City Institute of Education, Explore English","Melbourne City Institute of Education Pty Ltd, as trustee for MCIE Unit Trust",Private,900,www.mcie.edu.au,"Level 8, 234 - 250 Collins St",,,,MELBOURNE,VIC,3000
03033M,St Ursula's College Toowoomba,The Corporation of the Roman Catholic Diocese of Toowoomba,Private,20,www.st-ursula.qld.edu.au,PO Box 2284,,,,TOOWOOMBA,QLD,4350
03039E,Ironwood Career & Training; Ironwood Institute; Imperial College of Trades,Imperial Education Group Pty Ltd,Private,876,www.ironwood.edu.au,PO Box 3440,,,,Rundle Mall,SA,5000
03041M,TasTAFE,TasTAFE,Government,770,www.tastafe.tas.edu.au/international,GPO Box 2015,,,,Hobart,TAS,7001
03042K,"Universal Network of Infotech Pty Ltd, Institute of Technology Australia",Universal Network of Infotech Pty Ltd,Private,200,http://www.universal.sa.edu.au,PO Box 3610,Rundle Mall,,,Adelaide,SA,5000
03047E,Stanley College,Stanley International College Pty Ltd,Private,"5,693",www.stanleycollege.edu.au,69 Outram Street,,,,West Perth,WA,6005
03048D,Asia Pacific International College,Asia Pacific International College Pty Ltd,Private,"2,600",www.apicollege.edu.au,Level 6,1-3 Fitzwilliam Street,,,Parramatta,NSW,2150
03051J,,Perth College Of Business and Technology Pty Ltd,Private,838,www.pcbt.wa.edu.au,110 Brown Street,,,,East Perth,WA,6004
03053G,Australian Ideal College,Australian Ideal College Pty Ltd,Private,"1,806",www.aic.edu.au,Level 8,75 King Street,,,SYDNEY,NSW,2000
03057C,College of Sports & Fitness,International College of Capoeira Pty Ltd,Private,500,www.csf.edu.au,"Level 6, 505 George St",,,,Sydney,NSW,2000
03069K,Sydney Institute of Interpreting & Translating,Australian Professional Education Institute Pty Ltd,Private,621,www.siit.nsw.edu.au,PO BOX 675,,,,HURSTVILLE BC,NSW,1481
03071E,"Australian College of Sport & Fitness, Australian Learning Group",Australian Learning Group Pty Ltd,Private,"2,513",https://alg.edu.au/,1-59 Quay St,,,,Haymarket,NSW,2000
03076M,Salford College,SALFORD COLLEGE PTY LTD,Private,"1,035",,Level 11,68 Grenfell Street,,,ADELAIDE,SA,5000
03090B,Acumen Institute of Further Education,Acumen Education Pty Ltd,Private,"2,055",www.acumen.edu.au,5-9 Elizabeth Street,,,,Richmond,VIC,3121
03093K,Spencer College; Spencer College Pty Ltd,Spencer College Pty Ltd,Private,"1,600",www.spencercollege.edu.au,Level 1 344 Queen St,,,,BRISBANE CITY,QLD,4000
03094J,Envirotech Education,Envirotech Education Pty Ltd,Private,"3,295",https://envirotech.edu.au/,PO Box 878,,,,CURRUMBIN WATERS,QLD,4223
03105M,King's Institute of Managment and Technology,King's Institute of Management and Technology Pty Ltd,Private,545,,Level 2 333 Adelaide St,,,,BRISBANE CITY,QLD,4000
03113M,,New England Institute of Technology Pty Ltd,Private,350,http://www.nec.edu.au/,PO Box 4169,,,,East Brisbane,QLD,4169
03122K,SGSCC International,St George & Sutherland Community College Incorporated,Private,"1,200",http://www.sgscc.edu.au/international,P.O Box 404,,,,Jannali,NSW,2226
03126F,Australian Adelaide International College Pty Ltd,Australian Adelaide International College Pty Ltd,Private,356,www.aaic.edu.au,"Level 1,",135 Pirie Street,,,ADELAIDE,SA,5000
03127E,"Murdoch College, The University of Adelaide College, Kaplan International College Adelaide",Kaplan Higher Education Pty Ltd,Private,"1,596",https://murdochcollege.edu.au/,Level 12,45 Clarence Street,,,Sydney,NSW,2000
03133G,Adelaide Institute of Health,Adelaide Institute of Business and Technology Pty Ltd,Private,"1,160",,Level 5 127 Rundle Mall,,,,ADELAIDE,SA,5000
03134F,Australian National College of English,Australian National College of English Pty. Ltd.,Private,165,www.ance.vic.edu.au,Level 7,474 Flinders Street,,,Melbourne,VIC,3000
03142F,Ashton College; Ashton English,Ashton College Pty. Ltd.,Private,"1,728",www.ashtoncollege.edu.au,213 Nicholson Street,,,,Footscray,VIC,3011
03147A,AIH Higher Education,Australian Institute of Higher Education Pty Ltd,Private,"4,500",www.aih.edu.au,"Level 3 & 4, 545 Kent St",,,,Sydney,NSW,2000
03149K,International Institute of Management & American College,International Institute of Management Pty Ltd,Private,875,"www.americancollege.com.au, www.americancollege.edu.au",180 Logan Road,,,,WOOLLOONGABBA,QLD,4102
03152D,,Pax Institute of Education Pty Ltd,Private,940,www.pax.edu.au,16/190 Queen Street,,,,Melbourne,VIC,3000
03155A,The College of Law,The College of Law Limited,Private,200,www.collaw.edu.au,"Level 4, 570 George Street",,,,Sydney,NSW,2000
03156M,Apex Australia Vocational Education,Apex Institute of Education Pty Ltd,Private,"1,682",www.apexaustralia.edu.au,PO Box 144A,,,,SOUTH STRATHFIELD,NSW,2136
03157K,"Latrobe College of Art and Design, LCAD",LaTrobe International Galleries Pty. Ltd.,Private,70,www.lcad.edu.au,138 Cromwell Street,,,,Collingwood,VIC,3066
03159G,Media Make-Up Academy,Media Makeup Academy and Agency Pty Ltd,Private,140,http://www.mediamakeup.com.au,Po Box 3090 RUNDLE MALL,,,,Adelaide,SA,5000
03164M,Australian College of Technology and Business Pty Ltd,Australian College of Technology and Business Pty Ltd,Private,915,www.actb.com.au,100 Brunswick Street,,,,FORTITUDE VALLEY,QLD,4006
03167G,St. Peter Institute,St. Peter Institute,Private,300,http://www.spi.vic.edu.au,771 Sayers Rd,,,,Hoppers Crossing,VIC,3029
03171A,King's Own Institute,Australian Institute of Business and Management Pty Ltd,Private,"6,600",www.koi.edu.au,"Level 11, Transport House, 11 York Street",,,,Sydney,NSW,2000
03173K,Australis Institute of Technology and Education (AITE),ALIF Australia Pty Ltd,Private,"2,404",www.australisinstitute.nsw.edu.au,25 George St,Level 2,,,PARRAMATTA,NSW,2150
03177F,Kingsway Institute,Global Education & Tourism Group Pty Ltd,Private,163,www.kway.com.au,"Level 3, 84-86 Mary Street",Surry Hills,,,SYDNEY,NSW,2010
03181K,Australian Airline Pilot Academy,Australian Airline Pilot Academy Pty Ltd,Private,410,www.aapa.net.au,PO Box 807,,,,MASCOT,NSW,1460
03182J,Beaconhills College,Beaconhills Christian College Ltd,Private,90,www.beaconhills.vic.edu.au,30 - 34 Toomuc Valley Road,,,,Pakenham,VIC,3810
03187D,Adelaide College of Technical Education,AUSTRA COLLEGE,Private,"1,924",,PO Box 3456,Rundle Street Mall,,,Adelaide,SA,5000
03188C,West Australian Institute of Further Studies,West Australian Institute of Further Studies Pty Ltd,Private,"1,950",http://www.waifs.wa.edu.au,"Level 1, 160 Central Arcade, 811 Hay Street",,,,Perth,WA,6000
03189B,Jabin Hopkins Institute of Technology,Jabin Hopkins Pty Ltd,Private,290,,"Level 2, 135 Pirie Street",,,,ADELAIDE,SA,5000
03197B,National Art School,National Art School,Private,25,www.nas.edu.au,Forbes Street,,,,Darlinghurst,NSW,2010
03208D,George Brown College,Captain Cook Institute Pty Ltd,Private,"2,470",www.georgebrown.nsw.edu.au,"Level 4, 56-58 York  Street",,,,SYDNEY,NSW,2000
03210K,,The Management Edge Pty Ltd,Private,40,www.tme.edu.au,"Lvl 1, 33 Heatherdale Road",,,,Ringwood,VIC,3134
03211J,International Australian Academy,IAA Education Pty Ltd,Private,375,http://www.iaa.sa.edu.au,62 - 64 Gawler Place,,,,ADELAIDE,SA,5001
03215E,Pacific English Study,Pacific Language School Pty Ltd,Private,844,www.pacificenglishstudy.com,PO Box 378,,,,Surfers Paradise,QLD,4217
03217C,Central Australian College,Central Australian Institute of Technology Pty Ltd,Private,"1,777",,PO Box 6430,,,,West Footscray,VIC,3012
03219A,Australian Careers Education,Australian Careers Education Pty. Ltd.,Private,752,www.ace.vic.edu.au,347-351 Victoria St,,,,Brunswick,VIC,3056
03220G,EIM International Training Pty Ltd,EIM International Training Pty Ltd,Private,700,http://www.eiminternational.edu.au,PO Box 3306,Australia Fair,,,Southport,QLD,4215
03221G,"Technical Education Development Institute, Technical Electronics Centre",True Education Pty Ltd,Private,"1,275",http://www.tedi.vic.edu.au,"Level 5, 123 Lonsdale Street",,,,Melbourne,VIC,3000
03222F,,Australian Health and Science Institute Pty Ltd,Private,610,http://www.ahsi.edu.au,"Suites 101A & 101E, Lvl 1, 130 Main St",,,,Blacktown,NSW,2148
03226B,Brisbane College of Horticulture,BNB International Colleges Pty Ltd,Private,680,www.bch.edu.au,97 Creek St,Level 3,,,BRISBANE,QLD,4000
03228M,Advance English,Advance English Pty Ltd,Private,70,www.advanceenglish.com.au,"Unit 1, 2-4 Holden Street",,,,ASHFIELD,NSW,2131
03232D,Hibernia Institute Sydney,Hibernia Institute Pty Ltd,Private,140,www.hibernia.edu.au,"Unit 1, 2-4 Holden Street",,,,ASHFIELD,NSW,2131
03233C,"Nan Tien Institute, NTI English Language Centre, NTI Business",Nan Tien Institute Limited,Private,285,http://www.nantien.edu.au,PO Box 660,,,,UNANDERRA,NSW,2526
03234B,Harward International College,Pramukh Group of Companies Pty Ltd,Private,391,http://www.harward.vic.edu.au,8/313 Latrobe Street,,,,MELBOURNE,VIC,3000
03240D,"Queen Anne English College, Jasmine Education Group Pty Ltd t/a Queen Anne Business College",Jasmine Education Group Pty Ltd,Private,541,http://www.jeg.nsw.edu.au,1/49 Raymond Street,,,,Bankstown,NSW,2200
03241C,Caloundra City Private School,Caloundra City School Limited,Private,20,www.ccps.qld.edu.au,PO Box 542,,,,GOLDEN BEACH,QLD,4551
03245K,Melbourne Institute of Technology,Melbourne Institute of Technology Pty Ltd,Private,"3,106",www.mit.edu.au,"Level 6, 288 La Trobe Street",,,,Melbourne,VIC,3000
03246J,Groves Christian College,Christian Community Ministries Ltd,Private,58,www.groves.qld.edu.au,PO Box 147,,,,KINGSTON,QLD,4114
03248G,"IBN College Pty Ltd, SIBN",IBN College Pty Ltd,Private,753,,140 Elizabeth St,Level 5,,,SYDNEY,NSW,2000
03249F,Austech Business Institute,Australian Skills Centre Pty Ltd,Private,183,ausbizi@gmail.com,PO Box 1060,,,,ROCKDALE,NSW,2216
03250B,Aeropower Pty Ltd,Aeropower Pty Ltd,Private,70,www.aeropower.com.au,Hanger 32,Redcliffe Aerodrome,Wirraway Drive,,Rothwell,QLD,4022
03251A,Cairns College of English & Business,Cairns College of English Pty Ltd,Private,400,www.cceb.qld.edu.au,PO BOX 7506,,,,CAIRNS,QLD,4870
03255G,Australian Professional Skills Institute,Australian Professional Skills Institute Pty Ltd,Private,492,www.apsi.wa.edu.au,PO Box 872,Canning bridge,,,Applecross,WA,6153
03256G,,Nortwest Pty Ltd,Private,"2,695",www.nortwest.edu.au,Level 9 108 Lonsdale St,,,,MELBOURNE,VIC,3000
03262J,Discover English,Discover English Pty Ltd,Private,"1,272",http://www.discoverenglish.com.au,247 Collins Street,,,,Melbourne,VIC,3000
03266E,North Melbourne College,Australian Institute of Management and Technology Pty Ltd,Private,240,www.nmc.vic.edu.au,Level 1,13 Elizabeth Street,,,Richmond,VIC,3121
03267D,Queensland School of Film and Television,Edupro Australia Pty Ltd,Private,20,www.qsft.qld.edu.au,PO Box 2378,,,,GRACEVILLE,QLD,4075
03268C,Gold Coast Learning Centre,Gold Coast Learning Centre Pty Ltd,Private,"1,100",www.goldcoaststudy.com,PO Box 567,,,,SURFERS PARADISE,QLD,4217
03273F,"Air Gold Coast Pty Ltd, Air Gold Coast",Air Gold Coast Pty. Ltd.,Private,25,www.airgoldcoast.com.au,PO Box 116,,,,COOLANGATTA,QLD,4225
03274E,Lexis English Perth,Sunset Coast International English School Pty Ltd,Private,"1,036",http://www.lexisenglish.com,PO BOX 853,,,,SCARBOROUGH,WA,6922
03275D,Empyrean Education Institute,Equanimity Consultants Pty Ltd,Private,450,http://www.eei.wa.edu.au,16 the Terrace,,,,Fremantle,WA,6160
